Unnamed: 0,Tag,SMILES,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
175,176,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,350.0,546.0,0.52,,,,,,,1171.12028,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
176,177,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,507.0,532.0,1.13,,,,,,,1370.98188,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
177,178,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,655.0,690.0,3.6,,,,,,,526.63208,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
178,179,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500.0,530.0,2.0,,,,,,,265.35886,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
179,180,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,494.0,519.0,4.1,,,,,,,627.56198,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
180,181,CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,651.0,672.0,1.0,,,,,,,941.15076,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
181,182,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,502.0,510.0,5.7,,,,,,,389.16492,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
182,183,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,460.0,505.0,2.5,,,,,,,350.44092,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
183,184,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,558.0,572.0,2.8,,,,,,,659.8453,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
184,185,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,548.0,562.0,0.3,0.04,,,,,,615.7459,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
185,186,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,493.0,520.0,4.1,,,,,,,461.33146,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
186,187,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,780.0,820.0,0.52,,,,,,,751.98618,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
187,188,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,350.0,450.0,0.4,,,,,,,631.43038,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
188,189,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,275.0,350.0,3.0,,,,,,,477.4215,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
189,190,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,280.0,375.0,1.05,,,,,,,230.30916,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
191,192,Nc1ncc2nc[nH]c2n1,O,290.0,380.0,11.34,,,,,,,135.1297,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
192,193,N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,285.0,300.0,3.27,,,,,,,181.19034,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
194,195,c1ccc2cc3ccccc3cc2c1,CO,355.0,400.0,5.1,,,,,,,178.2334,10.1021/ac062160k
196,197,N#Cc1c2ccccc2cc2ccccc12,CO,,,16.0,,,,,,,203.24346,10.1021/ac062160k
197,198,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,,,12.7,,,,,,,203.24346,10.1021/ac062160k
198,199,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,,,8.7,,,,,,,330.42892,10.1021/ac062160k
200,201,Cn1c2ccccc2c2ccccc21,C1CCCCC1,,,14.1,,,,,,,181.23734,10.1021/ac062160k
201,202,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,,,0.089,,,,,,,835.87852,10.1021/ac062160k
202,203,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,,,0.47,,,,,,,835.87852,10.1021/ac062160k
203,204,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,,,9.9,,,,,,,532.68432,10.1021/ac062160k
204,205,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,,,1.17,,,,,,,230.30916,10.1021/ac062160k
205,206,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,,,0.98,,,,,,,230.30916,10.1021/ac062160k
206,207,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,,,31.2,,,,,,,301.3651,10.1021/ac062160k
209,210,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454.0,511.0,5.4,,,,,,,455.41958,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
210,211,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,458.0,535.0,5.7,,,,,,,428.35752,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
211,212,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589.0,615.0,4.2,,,,,,,625.16426,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
213,214,N#Cc1cc2ccccc2[nH]1,O,,350.0,,,,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
214,215,N#Cc1c[nH]c2ccccc12,O,,320.0,,,,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
215,216,N#Cc1cccc2[nH]ccc12,O,305.0,405.0,9.1,,3.903089987,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
216,217,N#Cc1ccc2[nH]ccc2c1,O,275.0,390.0,0.3,,3.740362689,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
217,218,N#Cc1ccc2cc[nH]c2c1,O,285.0,375.0,0.6,,4.017033339,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
218,219,N#Cc1cccc2cc[nH]c12,O,308.0,400.0,2.0,,3.903089987,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
219,220,N#Cc1cc2ccccc2[nH]1,C1CCOC1,,328.0,2.9,,,,,,57.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
220,221,N#Cc1c[nH]c2ccccc12,C1CCOC1,,314.0,3.1,,,,,,64.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
221,222,N#Cc1cccc2[nH]ccc12,C1CCOC1,,371.0,5.3,,,,,,68.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
222,223,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,,349.0,4.4,,,,,,62.0,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
223,224,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,,345.0,3.7,,,,,,66.9,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
224,225,N#Cc1cccc2cc[nH]c12,C1CCOC1,,368.0,6.9,,,,,,80.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
225,226,N#Cc1cc2ccccc2[nH]1,C1COCCO1,281.595092,329.0,2.9,,4.482860169,,,34.4,50.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
226,227,N#Cc1c[nH]c2ccccc12,C1COCCO1,277.3006135,305.0,3.0,,4.118778428,,,35.6,54.3,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
227,228,N#Cc1cccc2[nH]ccc12,C1COCCO1,304.2944785,369.0,5.3,,3.998979331,,,46.0,64.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
228,229,N#Cc1ccc2[nH]ccc2c1,C1COCCO1,274.8466258,348.0,4.2,,3.967187497,,,48.5,58.5,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
229,230,N#Cc1ccc2cc[nH]c2c1,C1COCCO1,284.3558282,342.0,3.9,,4.009079658,,,47.5,59.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
230,231,N#Cc1cccc2cc[nH]c12,C1COCCO1,307.3619632,367.0,7.5,,4.155920236,,,39.9,66.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
231,232,N#Cc1cc2ccccc2[nH]1,CC#N,279.6875,330.0,0.9,,4.431288241,,,33.4,50.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
232,233,N#Cc1c[nH]c2ccccc12,CC#N,276.25,313.0,1.8,,4.038043354,,,35.6,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
233,234,N#Cc1cccc2[nH]ccc12,CC#N,302.8125,380.0,5.4,,4.090749704,,,49.1,73.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
234,235,N#Cc1ccc2[nH]ccc2c1,CC#N,275.0,362.0,4.4,,3.750801643,,,46.3,64.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
235,236,N#Cc1ccc2cc[nH]c2c1,CC#N,285.0,354.0,3.8,,4.190134336,,,48.4,73.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
236,237,N#Cc1cccc2cc[nH]c12,CC#N,309.6875,378.0,8.0,,4.069560405,,,38.8,74.5,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
237,238,N#Cc1cc2ccccc2[nH]1,CC(C)O,,332.0,,,,,,,41.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
238,239,N#Cc1c[nH]c2ccccc12,CC(C)O,,315.0,,,,,,,49.4,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
239,240,N#Cc1cccc2[nH]ccc12,CC(C)O,,385.0,5.7,,,,,,75.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
240,241,N#Cc1ccc2[nH]ccc2c1,CC(C)O,,362.0,4.6,,,,,,65.5,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
241,242,N#Cc1ccc2cc[nH]c2c1,CC(C)O,,356.0,3.7,,,,,,68.9,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
242,243,N#Cc1cccc2cc[nH]c12,CC(C)O,,380.0,9.0,,,,,,78.0,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
243,244,N#Cc1cc2ccccc2[nH]1,CCO,,334.0,,,,,,,44.6,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
244,245,N#Cc1c[nH]c2ccccc12,CCO,,314.0,,,,,,,49.4,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
245,246,N#Cc1cccc2[nH]ccc12,CCO,,387.0,5.7,,,,,,73.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
246,247,N#Cc1ccc2[nH]ccc2c1,CCO,,364.0,4.3,,,,,,62.7,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
247,248,N#Cc1ccc2cc[nH]c2c1,CCO,,358.0,3.7,,,,,,64.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
248,249,N#Cc1cccc2cc[nH]c12,CCO,,382.0,8.7,,,,,,75.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
249,250,N#Cc1cc2ccccc2[nH]1,CO,,335.0,,,,,,,,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
250,251,N#Cc1c[nH]c2ccccc12,CO,,314.0,,,,,,,44.6,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
251,252,N#Cc1cccc2[nH]ccc12,CO,,390.0,5.8,,,,,,75.9,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
252,253,N#Cc1ccc2[nH]ccc2c1,CO,,367.0,2.9,,,,,,63.4,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
253,254,N#Cc1ccc2cc[nH]c2c1,CO,,367.0,3.5,,,,,,68.9,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
254,255,N#Cc1cccc2cc[nH]c12,CO,,387.0,8.2,,,,,,78.7,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
266,267,N#Cc1cc2ccccc2[nH]1,CS(C)=O,,335.0,0.4,,,,,,50.8,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
267,268,N#Cc1c[nH]c2ccccc12,CS(C)=O,,316.0,0.2,,,,,,46.0,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
268,269,N#Cc1cccc2[nH]ccc12,CS(C)=O,,392.0,7.4,,,,,,74.5,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
269,270,N#Cc1ccc2[nH]ccc2c1,CS(C)=O,,371.0,7.1,,,,,,67.5,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
270,271,N#Cc1ccc2cc[nH]c2c1,CS(C)=O,,363.0,4.3,,,,,,63.4,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
271,272,N#Cc1cccc2cc[nH]c12,CS(C)=O,,391.0,14.5,,,,,,77.3,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
276,277,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,,,2.76,0.49,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
279,280,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,,,4.45,0.73,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
281,282,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,,,4.35,0.73,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
284,285,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,,,4.1,0.61,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
286,287,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,,,3.91,0.59,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
287,288,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,,,3.8,0.58,,,,,,318.37492,https://doi.org/10.1016/S0009-2614(02)00784-4
295,296,O=c1c2ccccc2sc2ccccc12,c1ccccc1,380.0,,0.26,0.012,3.819543936,2640.0,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
296,297,O=c1c2ccccc2sc2ccccc12,C1COCCO1,,,0.3,0.015,,,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
297,298,O=c1c2ccccc2sc2ccccc12,C1CCOC1,,,0.19,0.012,,,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
298,299,O=c1c2ccccc2sc2ccccc12,CC(C)=O,,,0.5,0.024,,,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
299,300,O=c1c2ccccc2sc2ccccc12,CC#N,,,1.5,0.066,,,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
300,301,O=c1c2ccccc2sc2ccccc12,CC(C)O,377.0,,3.1,0.14,3.72427587,2925.0,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
301,302,O=c1c2ccccc2sc2ccccc12,CO,378.0,,4.8,0.25,3.763427994,2960.0,,,,212.27152,https://doi.org/10.1016/0022-2313(92)90006-U
303,304,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,401.0,,0.07,0.0041,3.733197265,3090.0,,,,298.36116,https://doi.org/10.1016/0022-2313(92)90006-U
304,305,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,,,1.3,0.054,,,,,,298.36116,https://doi.org/10.1016/0022-2313(92)90006-U
305,306,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,,,1.7,0.082,,,,,,298.36116,https://doi.org/10.1016/0022-2313(92)90006-U
306,307,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,402.0,,2.55,0.12,3.758154622,3080.0,,,,298.36116,https://doi.org/10.1016/0022-2313(92)90006-U
308,309,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,408.0,446.0,0.064,0.014,,,,87.4,71.5,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
309,310,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,c1ccccc1,418.0,464.0,0.201,0.052,,,,72.0,73.2,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
310,311,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC#N,418.0,538.0,0.376,0.075,,,,73.3,102.6,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
311,312,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CO,420.0,560.0,0.148,0.017,,,,74.7,115.2,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
312,313,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,430.0,542.0,0.194,0.022,,,,,,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
313,314,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,429.0,549.0,0.196,0.024,,,,,,368.3838,http://doi.org.ssl.oca.korea.ac.kr/10.1562/0031-8655(2000)0720625EOSOTE2.0.CO2
314,315,Nc1ccccn1,C1CCCCC1,,,24.2,0.04,,,,,,94.11664,DOI: 10.1021/j100558a015
315,316,Nc1ccccn1,CCOCC,,,10.8,0.1,,,,,,94.11664,DOI: 10.1021/j100558a015
316,317,Nc1ccccn1,CCO,,,5.1,0.18,,,,,,94.11664,DOI: 10.1021/j100558a015
317,318,Nc1ccccn1,CC#N,,,5.0,0.25,,,,,,94.11664,DOI: 10.1021/j100558a015
318,319,Nc1cccnc1,C1CCCCC1,,,26.5,0.02,,,,,,94.11664,DOI: 10.1021/j100558a015
319,320,Nc1cccnc1,CCOCC,,,7.7,0.03,,,,,,94.11664,DOI: 10.1021/j100558a015
320,321,Nc1cccnc1,CCO,,,6.5,0.14,,,,,,94.11664,DOI: 10.1021/j100558a015
321,322,Nc1cccnc1,CC#N,,,4.6,0.05,,,,,,94.11664,DOI: 10.1021/j100558a015
322,323,Nc1ccncc1,CCOCC,,,17.5,0.0002,,,,,,94.11664,DOI: 10.1021/j100558a015
323,324,Nc1ccncc1,CCO,,,10.3,0.002,,,,,,94.11664,DOI: 10.1021/j100558a015
324,325,Nc1ccncc1,CC#N,,,3.4,0.003,,,,,,94.11664,DOI: 10.1021/j100558a015
325,326,Nc1ccccn1,O,,,24.4,0.21,,,,,,94.11664,DOI: 10.1021/j100558a015
326,327,Nc1cccnc1,O,,,21.1,0.16,,,,,,94.11664,DOI: 10.1021/j100558a015
327,328,Nc1ccncc1,O,,,2.3,0.0005,,,,,,94.11664,DOI: 10.1021/j100558a015
328,329,Nc1cccc[nH+]1,O,,,11.2,0.64,,,,,,95.12458,DOI: 10.1021/j100558a015
329,330,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CO,313.0,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
330,331,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCOCC,313.5,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
331,332,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCO,313.8,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
332,333,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCCC,313.5,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
333,334,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCO,315.2,,1.5,,,,,,,276.41832,DOI: 10.1021/bi00624a002
335,336,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,C1COCCO1,317.3,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
336,337,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,ClC(Cl)Cl,319.6,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
337,338,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,c1ccccc1,320.0,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
338,339,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CO,318.6,,1.3,,,,,,,276.41832,DOI: 10.1021/bi00624a002
339,340,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCOCC,318.8,,5.1,,,,,,,276.41832,DOI: 10.1021/bi00624a002
340,341,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCO,319.2,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
341,342,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCC,318.9,,4.5,,,,,,,276.41832,DOI: 10.1021/bi00624a002
342,343,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCO,320.6,,2.5,,,,,,,276.41832,DOI: 10.1021/bi00624a002
344,345,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C1COCCO1,322.7,,3.2,,,,,,,276.41832,DOI: 10.1021/bi00624a002
345,346,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,ClC(Cl)Cl,324.8,,1.5,,,,,,,276.41832,DOI: 10.1021/bi00624a002
346,347,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,c1ccccc1,325.3,,,,,,,,,276.41832,DOI: 10.1021/bi00624a002
347,348,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,368.0,493.0,,0.0024,,,,,88.3,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
349,350,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,376.0,558.0,6.83,0.3007,,,,,102.0,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
350,351,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,369.0,585.0,6.6,0.0886,,,,,112.7,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
351,352,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,374.0,662.0,2.01,0.0046,,,,,131.7,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
352,353,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,371.0,654.0,1.49,0.0049,,,,,130.2,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
353,354,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,379.0,685.0,0.79,0.0016,,,,,127.2,507.54374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
354,355,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCCCCC,395.0,512.0,1.41,0.0086,,,,,105.1,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
356,357,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,Cc1ccccc1,417.0,599.0,3.97,0.1076,,,,,117.3,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
357,358,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOCC,433.0,643.0,0.5,0.0039,,,,,123.4,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
358,359,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,C1CCOC1,443.0,,,0.0,,,,,,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
359,360,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOC(C)=O,434.0,,,0.0,,,,,,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
360,361,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,ClCCl,419.0,695.0,,0.0001,,,,,136.3,299.32822,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
361,362,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,442.0,529.0,5.51,0.3918,,,,,89.1,451.52374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
363,364,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,Cc1ccccc1,454.0,615.0,6.79,0.092,,,,,106.8,451.52374,http://dx.doi.org/10.1016/j.dyepig.2017.05.024
